trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	initialAngle	initialOtherAngle	cueFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
344	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	4.8589	1.7173	120	1	6.655	1	0	2	1.8455	3.6779	-999	-999	-999	-999	-999	-999	-999	-999
345	temp	1	Part1	near_displaced	circle	2	1.8500000000000005	standard	staircase	4.9912	1.8496	120	0	6.39	1	0	2	2.0741	4.0289	-999	-999	-999	-999	-999	-999	-999	-999
346	temp	1	Part1	near_displaced	circle	2	1.8000000000000005	standard	staircase	4.2741	1.1325	120	0	5.614	1	0	2	3.1618	4.505	-999	-999	-999	-999	-999	-999	-999	-999
347	temp	1	Part1	near_displaced	circle	2	1.0	varying	attention_check	4.8593	1.7177	120	1	5.241	1	0	3	2.2976	3.0079	3.5345	-999	-999	-999	-999	-999	-999	-999
348	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	5.5794	2.4378	120	0	5.321	1	0	2	2.4763	4.1727	-999	-999	-999	-999	-999	-999	-999	-999
349	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	0.9928	4.1344	120	1	6.629	1	0	2	3.1983	4.3359	-999	-999	-999	-999	-999	-999	-999	-999
350	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	5.7873	2.6457	120	1	5.308	1	0	2	2.8445	3.9501	-999	-999	-999	-999	-999	-999	-999	-999
351	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	5.7547	2.6131	120	1	5.428	1	0	2	2.6467	4.4499	-999	-999	-999	-999	-999	-999	-999	-999
352	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	3.5731	0.4315	120	1	5.348	1	0	2	2.1392	3.6443	-999	-999	-999	-999	-999	-999	-999	-999
353	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	1.6027	4.7442	120	1	5.548	1	0	4	1.7956	2.4415	3.4331	5.1277	-999	-999	-999	-999	-999	-999
354	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	6.0602	2.9186	120	1	5.575	1	0	2	3.1355	4.3473	-999	-999	-999	-999	-999	-999	-999	-999
355	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	2.9648	6.1064	120	1	5.602	1	0	3	2.0175	2.8732	4.1509	-999	-999	-999	-999	-999	-999	-999
356	temp	1	Part1	centred	circle	2	1.5999999999999996	standard	staircase	2.7929	5.9345	120	0	5.374	1	0	4	1.7048	2.5858	3.4319	5.0929	-999	-999	-999	-999	-999	-999
357	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	5.2392	2.0976	120	1	5.469	1	0	2	2.9791	4.6804	-999	-999	-999	-999	-999	-999	-999	-999
358	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2.148	5.2896	120	1	5.481	1	0	2	1.9112	3.5709	-999	-999	-999	-999	-999	-999	-999	-999
359	temp	1	Part1	near_displaced	circle	2	1.0	standard	attention_check	3.0916	6.2332	120	1	5.509	1	0	3	1.8135	2.9027	3.835	-999	-999	-999	-999	-999	-999	-999
360	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	2.511	5.6526	120	1	5.935	1	0	2	2.9739	3.7707	-999	-999	-999	-999	-999	-999	-999	-999
361	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	4.3945	1.2529	120	1	6.109	1	0	2	3.1461	4.9053	-999	-999	-999	-999	-999	-999	-999	-999
362	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	3.1188	6.2604	120	0	8.163	1	0	2	2.7745	4.375	-999	-999	-999	-999	-999	-999	-999	-999
363	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	0.7169	3.8585	120	0	8.864	1	0	3	2.0817	3.1806	4.7106	-999	-999	-999	-999	-999	-999	-999
364	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	5.1011	1.9595	120	0	11.971	1	0	2	2.6791	4.5259	-999	-999	-999	-999	-999	-999	-999	-999
365	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	3.0865	6.2281	120	0	5.081	1	0	2	2.3941	3.9754	-999	-999	-999	-999	-999	-999	-999	-999
366	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	4.0545	0.913	120	0	5.295	1	0	2	3.1571	4.4214	-999	-999	-999	-999	-999	-999	-999	-999
367	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2.9084	6.05	120	1	5.255	1	0	3	2.6169	3.2157	4.664	-999	-999	-999	-999	-999	-999	-999
368	temp	1	Part1	far_displaced	circle	2	1.0	varying	attention_check	1.2609	4.4025	120	1	6.442	1	0	3	2.0859	3.4166	4.5213	-999	-999	-999	-999	-999	-999	-999
369	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	1.8723	5.0139	120	1	5.495	1	0	3	2.0236	3.0199	4.376	-999	-999	-999	-999	-999	-999	-999
370	temp	1	Part1	near_displaced	circle	2	1.7500000000000004	standard	staircase	3.6856	0.544	120	0	6.656	1	0	2	1.9344	3.7323	-999	-999	-999	-999	-999	-999	-999	-999
371	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	5.2719	2.1304	120	1	6.108	1	0	2	3.0199	4.2714	-999	-999	-999	-999	-999	-999	-999	-999
372	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	4.5196	1.378	120	0	5.388	1	0	2	2.5995	4.0256	-999	-999	-999	-999	-999	-999	-999	-999
373	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	3.1978	0.0562	120	1	5.442	1	0	2	3.0181	4.4307	-999	-999	-999	-999	-999	-999	-999	-999
374	temp	1	Part1	far_displaced	circle	2	1.5	standard	staircase	2.3613	5.5029	120	1	5.455	1	0	3	1.7269	3.3308	4.5307	-999	-999	-999	-999	-999	-999	-999
375	temp	1	Part1	centred	circle	2	1.0	standard	attention_check	4.3869	1.2453	120	1	5.522	1	0	2	2.8101	4.4889	-999	-999	-999	-999	-999	-999	-999	-999
376	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	1.4517	4.5933	120	1	5.362	1	0	2	2.8082	4.7635	-999	-999	-999	-999	-999	-999	-999	-999
377	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	3.1685	0.0269	120	1	5.295	1	0	2	3.0463	4.3812	-999	-999	-999	-999	-999	-999	-999	-999
378	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	2.3168	5.4584	120	1	6.149	1	0	2	3.0547	4.6125	-999	-999	-999	-999	-999	-999	-999	-999
379	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	standard	staircase	2.6456	5.7872	120	1	5.642	1	0	2	2.7653	3.5066	-999	-999	-999	-999	-999	-999	-999	-999
380	temp	1	Part1	near_displaced	circle	2	1.0	standard	attention_check	4.6218	1.4802	120	1	5.402	1	0	2	2.7675	3.5982	-999	-999	-999	-999	-999	-999	-999	-999
381	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	standard	staircase	4.5652	1.4236	120	1	5.588	1	0	2	3.1771	5.0166	-999	-999	-999	-999	-999	-999	-999	-999
382	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	3.8656	0.724	120	1	5.628	1	0	2	2.2029	3.8548	-999	-999	-999	-999	-999	-999	-999	-999
383	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	5.6995	2.5579	120	0	5.735	1	0	2	3.164	4.3657	-999	-999	-999	-999	-999	-999	-999	-999
384	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	1.1625	4.3041	120	1	5.428	1	0	2	2.9821	3.8173	-999	-999	-999	-999	-999	-999	-999	-999
385	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	standard	staircase	4.1613	1.0197	120	1	5.601	1	0	2	2.4027	3.5505	-999	-999	-999	-999	-999	-999	-999	-999
386	temp	1	Part1	centred	circle	2	1.5	standard	staircase	1.3452	4.4868	120	1	5.509	1	0	2	2.6192	4.6119	-999	-999	-999	-999	-999	-999	-999	-999
387	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2.7996	5.9412	120	1	5.693	1	0	2	2.6753	3.5515	-999	-999	-999	-999	-999	-999	-999	-999
388	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	0.7522	3.8938	120	1	5.535	1	0	2	2.5447	4.4158	-999	-999	-999	-999	-999	-999	-999	-999
389	temp	1	Part1	centred	circle	2	1.5	standard	staircase	2.0009	5.1425	120	1	5.562	1	0	3	2.4061	3.4933	5.0478	-999	-999	-999	-999	-999	-999	-999
390	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	1.1828	4.3244	120	0	5.615	1	0	2	2.476	3.8242	-999	-999	-999	-999	-999	-999	-999	-999
391	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	1.5018	4.6434	120	1	5.615	1	0	3	2.1867	3.3002	4.2093	-999	-999	-999	-999	-999	-999	-999
392	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	6.208	3.0664	120	0	5.628	1	0	2	2.2347	3.6426	-999	-999	-999	-999	-999	-999	-999	-999
393	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	0.6046	3.7462	120	1	5.789	1	0	2	3.1745	3.6911	-999	-999	-999	-999	-999	-999	-999	-999
394	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	0.4111	3.5527	120	1	5.667	1	0	3	1.9747	3.4289	4.9001	-999	-999	-999	-999	-999	-999	-999
395	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	4.8641	1.7225	120	1	5.922	1	0	2	2.8592	3.8625	-999	-999	-999	-999	-999	-999	-999	-999
396	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	4.4815	1.3399	120	1	5.121	1	0	3	2.5123	3.0229	3.6939	-999	-999	-999	-999	-999	-999	-999
397	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	standard	staircase	4.0594	0.9178	120	1	5.375	1	0	2	1.8999	3.6114	-999	-999	-999	-999	-999	-999	-999	-999
398	temp	1	Part1	centred	circle	2	1.5499999999999998	standard	staircase	1.4329	4.5745	120	1	5.468	1	0	2	2.1674	3.7941	-999	-999	-999	-999	-999	-999	-999	-999
399	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	standard	staircase	4.3346	1.193	120	1	5.495	1	0	2	2.0668	3.8525	-999	-999	-999	-999	-999	-999	-999	-999
400	temp	1	Part1	near_displaced	circle	2	1.0	varying	attention_check	5.3996	2.258	120	1	5.335	1	0	2	1.8597	3.7091	-999	-999	-999	-999	-999	-999	-999	-999
401	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	0.8877	4.0293	120	0	5.575	1	0	3	2.0124	3.4413	4.1063	-999	-999	-999	-999	-999	-999	-999
402	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	1.9142	5.0558	120	1	5.469	1	0	3	1.9087	3.3476	4.9185	-999	-999	-999	-999	-999	-999	-999
403	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	3.7754	0.6338	120	1	5.441	1	0	4	1.8263	2.6336	3.2829	5.0336	-999	-999	-999	-999	-999	-999
404	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	6.0956	2.954	120	1	5.468	1	0	3	1.7741	3.3751	4.7018	-999	-999	-999	-999	-999	-999	-999
405	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	2.7537	5.8953	120	0	5.442	1	0	2	2.8858	3.8509	-999	-999	-999	-999	-999	-999	-999	-999
406	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	4.3006	1.1591	120	1	5.668	1	0	3	2.0095	2.8231	4.709	-999	-999	-999	-999	-999	-999	-999
407	temp	1	Part1	centred	circle	2	1.5999999999999996	standard	staircase	4.9211	1.7795	120	1	5.428	1	0	2	3.1726	5.0411	-999	-999	-999	-999	-999	-999	-999	-999
408	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	5.0813	1.9397	120	0	5.362	1	0	3	2.1104	2.8245	4.703	-999	-999	-999	-999	-999	-999	-999
409	temp	1	Part1	centred	circle	2	1.5999999999999996	standard	staircase	3.6601	0.5185	120	1	5.362	1	0	3	2.3626	3.3954	4.6483	-999	-999	-999	-999	-999	-999	-999
410	temp	1	Part1	near_displaced	circle	2	1.6000000000000005	standard	staircase	2.0185	5.1601	120	1	5.388	1	0	3	1.8059	3.1285	3.7937	-999	-999	-999	-999	-999	-999	-999
411	temp	1	Part1	centred	circle	2	1.5999999999999996	standard	staircase	0.8621	4.0037	120	1	6.456	1	0	2	2.5488	4.3368	-999	-999	-999	-999	-999	-999	-999	-999
412	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	1.1412	4.2828	120	0	6.268	1	0	3	2.0592	2.6242	3.7225	-999	-999	-999	-999	-999	-999	-999
413	temp	1	Part1	near_displaced	circle	2	1.6000000000000005	standard	staircase	2.7621	5.9037	120	1	5.466	1	0	2	2.2865	3.6532	-999	-999	-999	-999	-999	-999	-999	-999
414	temp	1	Part1	centred	circle	2	1.6499999999999995	standard	staircase	1.8769	5.0185	120	1	5.402	1	0	2	2.3686	4.329	-999	-999	-999	-999	-999	-999	-999	-999
415	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2.3955	5.5371	120	1	5.868	1	0	2	2.9718	4.402	-999	-999	-999	-999	-999	-999	-999	-999
416	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	standard	staircase	5.5022	2.3606	120	1	5.388	1	0	2	2.9046	4.7425	-999	-999	-999	-999	-999	-999	-999	-999
417	temp	1	Part1	centred	circle	2	1.6499999999999995	standard	staircase	2.7253	5.8669	120	1	5.989	1	0	2	2.9153	4.5273	-999	-999	-999	-999	-999	-999	-999	-999
418	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	0.0511	3.1927	120	0	5.548	1	0	3	2.0507	3.4362	4.9512	-999	-999	-999	-999	-999	-999	-999
419	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	4.4604	1.3188	120	0	6.549	1	0	2	2.5605	4.5257	-999	-999	-999	-999	-999	-999	-999	-999
420	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	3.6975	0.5559	120	0	5.361	1	0	3	2.3597	2.8827	3.968	-999	-999	-999	-999	-999	-999	-999
421	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	3.9677	0.8262	120	1	5.855	1	0	2	2.4069	3.5818	-999	-999	-999	-999	-999	-999	-999	-999
422	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	3.7303	0.5887	120	1	5.802	1	0	2	3.0906	4.6055	-999	-999	-999	-999	-999	-999	-999	-999
423	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	0.8052	3.9468	120	1	5.602	1	0	3	1.8279	2.5393	4.2318	-999	-999	-999	-999	-999	-999	-999
424	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	3.8344	0.6928	120	0	5.548	1	0	3	2.2071	3.497	4.5537	-999	-999	-999	-999	-999	-999	-999
425	temp	1	Part1	near_displaced	circle	2	1.6000000000000005	standard	staircase	5.3473	2.2057	120	1	5.669	1	0	2	2.1163	3.514	-999	-999	-999	-999	-999	-999	-999	-999
426	temp	1	Part1	near_displaced	circle	2	2.1	varying	staircase	3.9233	0.7817	120	1	5.668	1	0	2	2.0621	3.8904	-999	-999	-999	-999	-999	-999	-999	-999
427	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	2.138	5.2796	120	1	5.762	1	0	3	2.7265	3.2487	4.8968	-999	-999	-999	-999	-999	-999	-999
428	temp	1	Part1	centred	circle	2	1.6499999999999995	standard	staircase	5.3491	2.2075	120	1	5.482	1	0	3	2.3674	3.0362	4.4726	-999	-999	-999	-999	-999	-999	-999
429	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	1.649	4.7906	120	1	5.668	1	0	2	1.768	3.7339	-999	-999	-999	-999	-999	-999	-999	-999
430	temp	1	Part1	near_displaced	circle	2	2.1	varying	staircase	2.1822	5.3238	120	1	5.641	1	0	2	2.6148	4.3144	-999	-999	-999	-999	-999	-999	-999	-999
431	temp	1	Part1	near_displaced	circle	2	2.1	varying	staircase	0.4912	3.6328	120	1	5.882	1	0	3	1.7027	3.3463	4.9085	-999	-999	-999	-999	-999	-999	-999
432	temp	1	Part1	near_displaced	circle	2	1.0	standard	attention_check	1.5981	4.7397	120	1	5.374	1	0	2	3.0165	4.0837	-999	-999	-999	-999	-999	-999	-999	-999
433	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	1.5482	4.6898	120	0	5.509	1	0	3	2.042	2.738	4.0044	-999	-999	-999	-999	-999	-999	-999
434	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	6.1026	2.961	120	0	6.962	1	0	3	2.1688	2.9372	4.737	-999	-999	-999	-999	-999	-999	-999
435	temp	1	Part1	far_displaced	circle	2	1.6499999999999995	standard	staircase	5.2756	2.134	120	0	5.415	1	0	2	2.6749	4.6187	-999	-999	-999	-999	-999	-999	-999	-999
436	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	4.4941	1.3525	120	1	5.308	1	0	3	1.8449	2.9407	4.5251	-999	-999	-999	-999	-999	-999	-999
437	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	5.5359	2.3944	120	1	5.788	1	0	2	3.1463	4.1971	-999	-999	-999	-999	-999	-999	-999	-999
438	temp	1	Part1	centred	circle	2	1.6999999999999993	standard	staircase	1.0213	4.1629	120	1	5.682	1	0	3	1.7683	2.9081	4.8642	-999	-999	-999	-999	-999	-999	-999
439	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	0.7081	3.8497	120	1	5.548	1	0	2	2.5896	3.9367	-999	-999	-999	-999	-999	-999	-999	-999
440	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	4.7688	1.6272	120	1	5.536	1	0	4	2.1914	2.7509	3.2602	4.6404	-999	-999	-999	-999	-999	-999
441	temp	1	Part1	centred	circle	2	1.6999999999999993	standard	staircase	0.2326	3.3742	120	1	5.441	1	0	2	2.639	4.2881	-999	-999	-999	-999	-999	-999	-999	-999
442	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	0.5333	3.6749	120	0	5.295	1	0	2	2.1711	3.7907	-999	-999	-999	-999	-999	-999	-999	-999
443	temp	1	Part1	centred	circle	2	1.6999999999999993	standard	staircase	5.9574	2.8158	120	1	5.721	1	0	2	1.7211	3.71	-999	-999	-999	-999	-999	-999	-999	-999
444	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	standard	staircase	0.1742	3.3158	120	1	5.655	1	0	3	2.031	3.1755	4.921	-999	-999	-999	-999	-999	-999	-999
445	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	standard	staircase	3.4292	0.2876	120	1	5.802	1	0	2	2.6214	4.355	-999	-999	-999	-999	-999	-999	-999	-999
446	temp	1	Part1	centred	circle	2	1.7499999999999993	standard	staircase	1.1911	4.3327	120	1	5.735	1	0	3	2.0553	3.1556	4.3672	-999	-999	-999	-999	-999	-999	-999
447	temp	1	Part1	centred	circle	2	1.7499999999999993	standard	staircase	5.7339	2.5923	120	1	5.575	1	0	2	2.5181	3.9538	-999	-999	-999	-999	-999	-999	-999	-999
448	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	5.7439	2.6023	120	1	5.816	1	0	2	3.1983	4.44	-999	-999	-999	-999	-999	-999	-999	-999
449	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2.4093	5.5509	120	1	5.748	1	0	2	1.9346	3.563	-999	-999	-999	-999	-999	-999	-999	-999
450	temp	1	Part1	near_displaced	circle	2	1.6000000000000005	standard	staircase	5.6933	2.5517	120	1	5.695	1	0	2	2.7193	3.9384	-999	-999	-999	-999	-999	-999	-999	-999
451	temp	1	Part1	centred	circle	2	1.7499999999999993	standard	staircase	0.4288	3.5704	120	1	5.789	1	0	2	1.9507	3.6713	-999	-999	-999	-999	-999	-999	-999	-999
452	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	standard	staircase	2.2562	5.3978	120	1	6.121	1	0	2	2.2179	3.7516	-999	-999	-999	-999	-999	-999	-999	-999
453	temp	1	Part1	centred	circle	2	1.7999999999999994	standard	staircase	3.1818	0.0402	120	1	5.629	1	0	2	2.8599	4.6564	-999	-999	-999	-999	-999	-999	-999	-999
454	temp	1	Part1	centred	circle	2	1.7999999999999994	standard	staircase	2.4537	5.5953	120	1	5.668	1	0	2	3.1188	5.1146	-999	-999	-999	-999	-999	-999	-999	-999
455	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	2.8792	6.0208	120	1	5.735	1	0	2	1.9507	3.9173	-999	-999	-999	-999	-999	-999	-999	-999
456	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	varying	staircase	3.7316	0.59	120	1	5.829	1	0	2	3.0954	3.7709	-999	-999	-999	-999	-999	-999	-999	-999
457	temp	1	Part1	centred	circle	2	1.7999999999999994	standard	staircase	3.2103	0.0688	120	1	5.802	1	0	2	2.1216	3.5158	-999	-999	-999	-999	-999	-999	-999	-999
458	temp	1	Part1	centred	circle	2	1.8499999999999994	standard	staircase	5.6785	2.5369	120	1	5.481	1	0	2	2.7665	4.68	-999	-999	-999	-999	-999	-999	-999	-999
459	temp	1	Part1	near_displaced	circle	2	1.6000000000000005	standard	staircase	1.6481	4.7897	120	1	5.629	1	0	2	2.5582	4.2101	-999	-999	-999	-999	-999	-999	-999	-999
460	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	2.1242	5.2658	120	1	5.628	1	0	2	2.9551	3.7019	-999	-999	-999	-999	-999	-999	-999	-999
461	temp	1	Part1	near_displaced	circle	2	1.6000000000000005	standard	staircase	4.3873	1.2457	120	1	5.335	1	0	3	2.0095	3.1121	3.8383	-999	-999	-999	-999	-999	-999	-999
462	temp	1	Part1	centred	circle	2	1.8499999999999994	standard	staircase	0.0692	3.2108	120	1	5.402	1	0	2	2.8956	4.7303	-999	-999	-999	-999	-999	-999	-999	-999
463	temp	1	Part1	centred	circle	2	1.8499999999999994	standard	staircase	2.5435	5.6851	120	0	5.482	1	0	3	2.2788	3.2198	3.9088	-999	-999	-999	-999	-999	-999	-999
464	temp	1	Part1	centred	circle	2	1.7999999999999994	standard	staircase	5.1989	2.0573	120	1	5.375	1	0	2	2.9386	4.7686	-999	-999	-999	-999	-999	-999	-999	-999
465	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	3.4155	0.2739	120	1	5.293	1	0	3	2.0498	3.1022	4.2592	-999	-999	-999	-999	-999	-999	-999
466	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	1.5269	4.6685	120	1	5.415	1	0	3	2.2036	2.8369	3.9996	-999	-999	-999	-999	-999	-999	-999
467	temp	1	Part1	centred	circle	2	1.7999999999999994	standard	staircase	1.061	4.2026	120	1	5.374	1	0	2	2.9691	3.953	-999	-999	-999	-999	-999	-999	-999	-999
468	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	varying	staircase	3.8318	0.6902	120	1	5.349	1	0	2	1.9482	3.7091	-999	-999	-999	-999	-999	-999	-999	-999
469	temp	1	Part1	far_displaced	circle	2	1.0	standard	attention_check	1.6081	4.7497	120	1	5.415	1	0	3	2.0173	3.0686	4.6738	-999	-999	-999	-999	-999	-999	-999
470	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	3.9338	0.7922	120	1	5.495	1	0	2	2.2014	3.8398	-999	-999	-999	-999	-999	-999	-999	-999
471	temp	1	Part1	near_displaced	circle	2	2.2	varying	staircase	5.0007	1.8591	120	0	5.481	1	0	2	2.3158	3.8884	-999	-999	-999	-999	-999	-999	-999	-999
472	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	3.208	0.0664	120	1	5.548	1	0	3	2.2664	3.4746	4.5974	-999	-999	-999	-999	-999	-999	-999
473	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	4.9996	1.858	120	1	5.388	1	0	2	2.2492	3.5554	-999	-999	-999	-999	-999	-999	-999	-999
474	temp	1	Part1	centred	circle	2	1.7999999999999994	standard	staircase	5.2104	2.0688	120	1	5.308	1	0	3	1.8303	2.6236	3.6202	-999	-999	-999	-999	-999	-999	-999
475	temp	1	Part1	centred	circle	2	1.8499999999999994	standard	staircase	1.2471	4.3887	120	1	5.415	1	0	2	2.5612	4.5037	-999	-999	-999	-999	-999	-999	-999	-999
476	temp	1	Part1	centred	circle	2	1.8499999999999994	standard	staircase	0.962	4.1036	120	1	5.295	1	0	3	1.8283	2.9618	4.7343	-999	-999	-999	-999	-999	-999	-999
477	temp	1	Part1	near_displaced	circle	2	2.1500000000000004	varying	staircase	5.2309	2.0893	120	0	5.455	1	0	2	2.5796	4.3019	-999	-999	-999	-999	-999	-999	-999	-999
478	temp	1	Part1	far_displaced	circle	2	1.5499999999999998	varying	staircase	0.4023	3.5439	120	0	5.268	1	0	3	2.4063	3.1576	4.9861	-999	-999	-999	-999	-999	-999	-999
479	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	0.027	3.1686	120	0	5.242	1	0	3	2.1159	3.1042	4.9157	-999	-999	-999	-999	-999	-999	-999
480	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2.4443	5.5859	120	0	5.282	1	0	2	2.61	4.2504	-999	-999	-999	-999	-999	-999	-999	-999
481	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	4.0598	0.9182	120	1	5.455	1	0	2	2.8717	4.0182	-999	-999	-999	-999	-999	-999	-999	-999
482	temp	1	Part1	centred	circle	2	1.8499999999999994	standard	staircase	1.402	4.5436	120	1	5.481	1	0	3	1.7526	3.1537	4.0704	-999	-999	-999	-999	-999	-999	-999
483	temp	1	Part1	centred	circle	2	1.8999999999999995	standard	staircase	1.6791	4.8207	120	1	5.495	1	0	3	2.3739	3.2378	4.0316	-999	-999	-999	-999	-999	-999	-999
484	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	4.2835	1.1419	120	1	5.415	1	0	3	1.7137	2.8841	3.8904	-999	-999	-999	-999	-999	-999	-999
485	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	5.0096	1.868	120	1	5.855	1	0	2	2.9894	4.1905	-999	-999	-999	-999	-999	-999	-999	-999
486	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	0.5152	3.6568	120	1	5.695	1	0	2	3.1495	3.7164	-999	-999	-999	-999	-999	-999	-999	-999
487	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	1.1302	4.2718	120	1	5.682	1	0	2	3.0334	4.9779	-999	-999	-999	-999	-999	-999	-999	-999
488	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	2.2619	5.4035	120	1	5.281	1	0	2	2.0735	3.7487	-999	-999	-999	-999	-999	-999	-999	-999
489	temp	1	Part1	centred	circle	2	1.8999999999999995	standard	staircase	0.4528	3.5944	120	1	5.615	1	0	3	2.3381	2.9933	3.6899	-999	-999	-999	-999	-999	-999	-999
490	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	4.552	1.4104	120	1	5.682	1	0	2	2.855	3.8605	-999	-999	-999	-999	-999	-999	-999	-999
