trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	staircaseIndex	staircaseWithinCondition	stairKey	stairStartSpeed	stairValue	initialAngle	initialOtherAngle	cueFrames	timingCheckFrames	eyetrackingEnabled	fixatnPeriodFrames	trajectorySide	trajectoryOffsetDeg	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	timingBlips	numLongFramesAfterCue	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
98	temp	a	Part1	near_displaced	circle	2	0.2	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-0.2	1.9023	5.0439	89	89	0	71	right	5.0	0	15.132	1	0	3	3	2	1.9136	3.2973	4.1213	-999	-999	-999	-999	-999	-999	-999
99	temp	a	Part1	near_displaced	circle	2	0.2	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.2	3.828	0.6864	89	89	0	78	left	5.0	0	15.216	1	0	2	2	2	2.6327	3.5466	-999	-999	-999	-999	-999	-999	-999	-999
100	temp	a	Part1	near_displaced	circle	2	0.2	varying	staircase	2	stair2	Part1|near_displaced|varying|stair2	1.5	-0.2	1.1104	4.252	89	89	0	68	right	5.0	0	15.099	1	0	2	0	0	2.196	4.1421	-999	-999	-999	-999	-999	-999	-999	-999
101	temp	a	Part1	far_displaced	circle	2	0.2	varying	staircase	1	stair1	Part1|far_displaced|varying|stair1	0.7	-0.2	5.0727	1.9311	89	89	0	90	right	10.0	0	15.516	1	0	3	1	0	2.515	3.2514	4.7058	-999	-999	-999	-999	-999	-999	-999
102	temp	a	Part1	far_displaced	circle	2	0.3000000000000002	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-0.3000000000000002	5.5479	2.4063	89	89	0	70	left	10.0	0	15.149	1	0	3	0	0	2.5756	3.4652	4.9911	-999	-999	-999	-999	-999	-999	-999
103	temp	a	Part1	far_displaced	circle	2	0.2	standard	staircase	1	stair1	Part1|far_displaced|standard|stair1	0.7	-0.2	3.7963	0.6547	89	89	0	88	right	10.0	0	15.499	1	0	3	0	0	2.0028	3.0787	4.9228	-999	-999	-999	-999	-999	-999	-999
104	temp	a	Part1	near_displaced	circle	2	0.2	varying	staircase	1	stair1	Part1|near_displaced|varying|stair1	0.7	-0.2	0.7883	3.9298	89	89	0	86	left	5.0	0	15.566	1	0	2	0	0	3.0643	4.3847	-999	-999	-999	-999	-999	-999	-999	-999
105	temp	a	Part1	far_displaced	circle	2	0.2	standard	staircase	2	stair2	Part1|far_displaced|standard|stair2	1.5	-0.2	4.698	1.5564	89	89	0	80	left	10.0	0	15.349	1	0	2	0	0	2.8112	4.0032	-999	-999	-999	-999	-999	-999	-999	-999
106	temp	a	Part1	near_displaced	circle	2	0.2	standard	staircase	1	stair1	Part1|near_displaced|standard|stair1	0.7	-0.2	4.2813	1.1398	89	89	0	80	right	5.0	0	15.383	1	0	2	0	0	2.2159	3.6396	-999	-999	-999	-999	-999	-999	-999	-999
107	temp	a	Part1	far_displaced	circle	2	1.1	varying	staircase	2	stair2	Part1|far_displaced|varying|stair2	1.5	-1.1	1.5194	4.6609	89	89	0	63	right	10.0	0	15.132	1	0	2	1	1	3.033	3.5456	-999	-999	-999	-999	-999	-999	-999	-999
108	temp	a	Part1	near_displaced	circle	2	0.2	standard	attention_check	0	n/a	-999	-999	-999	2.4237	5.5653	89	89	0	73	left	5.0	0	15.25	1	0	2	0	0	2.4376	4.3756	-999	-999	-999	-999	-999	-999	-999	-999
109	temp	a	Part1	centred	circle	2	0.2	standard	staircase	1	stair1	Part1|centred|standard|stair1	0.7	-0.2	1.5634	4.705	89	89	0	75	center	0.0	0	15.382	1	0	2	2	1	2.8362	4.4153	-999	-999	-999	-999	-999	-999	-999	-999
